id,nombre,estado,especie,origen,ubicacion,episodios,fecha_creacion
2270,Morty Smith,,  ---â€  ,,Gazorpazorp,"['S05E04', 'S05E07', 'S04E08', 'S02E07']",2024-07-17
7595,Evil Morty,???,  Unkn0wnÃ±  ,Signus 5,NULL,"S05E01,S03E02,S05E08,S03E02",NOT_A_DATE
5400,Summer Smith,Alive,Alien  ,Earth (Replacement Dimension),Earth (C-137),"S02E01,S02E02,S02E02,S02E09",01/02/2023
6525,birdperson,DEAD,Human,Signus 5,---,S01E04,INVALID_DATE_2026
7026,Meeseeks,UNKNOWN, Alien,unknown,Gazorpazorp,"['S02E03', 'S05E03']",
2571,meeseeks,,Unkn0wn,Citadel of Ricks &amp; Mortys,NULL,S02E04|S02E08|S03E09|S02E01,2023-10-10
7410,  Beth Smithâ€  ,alive,  Mythological Creature    ,Citadel of Ricks &amp; Mortys,Earth (C-137),S03E04,
5980,Birdperson,alive,Robot,Earth (C-137),---,"S02E08,S04E01,S03E01,S02E03",
7146,Squanchy,???, Alien,Signus 5,Anatomy Park,S01E02|S05E08|S01E07,03-19-2024
3117,Rick Sanchez,alive,---,Earth (C-137),Anatomy Park,"['S02E05', 'S04E06']",09-09-2023
3411,  Evil Morty	  ,DEAD,mythological creature,Citadel of Ricks &amp; Mortys,Gazorpazorp,"['S05E01', 'S03E01', 'S02E07', 'S03E06']",
3662,Summer Smith,ALIVE,Human,Citadel of Ricks &amp; Mortys,Planet Squanch,"['S02E09', 'S02E08', 'S02E02']",
586,  Jerry Smith#VALUE!  ,dead,CRONENBERG,unknown,---,S02E02|S03E06|S05E01|S05E05,2018-11-27
3505,Summer Smith,???,Mythological Creature,N/A,---,S02E01|S01E03|S02E07|S01E06,
196,Jerry Smith,,Unkn0wn,Signus 5,Gazorpazorp,"S05E02,S01E03,S02E01",2019-01-22T12:00:00.000000Z
946,Jerry Smith,???,ROBOT,,Planet Squanch,"['S05E06', 'S04E03', 'S02E07', 'S03E03']",2022-11-16T12:00:00.000000Z
7003,Squanchy,Dead,Unkn0wn,,Citadel of Ricks,S02E05|S05E06|S03E07|S01E03,
3722,Summer Smith,alive,HUMAN,Earth (Replacement Dimension),Earth (C-137),"['S03E04', 'S02E07', 'S03E03']",02-01-2018
7343,Evil Morty,DEAD,---,Abadango,Planet Squanch,S01E09|S02E09|S04E01,INVALID_DATE_2026
5055,Squanchy,UNKNOWN,Cronenberg,Citadel of Ricks &amp; Mortys,Anatomy Park,"S05E01,S04E07,S02E01",
7979,Squanchy,N/A,  ---	  ,Earth (Replacement Dimension),Planet Squanch,"['S01E07', 'S03E02']",09/11/2018
1023,birdperson,alive, Alien,Abadango,Gazorpazorp,['S01E08'],
2321,Evil Morty,???,Alien  ,N/A,Planet Squanch,S04E03|S04E06|S01E06,12-23-2017
62,Morty Smith,UNKNOWN,Alien  ,Abadango,Gazorpazorp,S04E03|S02E03|S01E09,2017-12-24
4377,Summer Smith,NULL,---,Citadel of Ricks &amp; Mortys,NULL,S03E02|S02E09,
356,Birdperson,???,Human,Earth (Replacement Dimension),Planet Squanch,"['S02E07', 'S05E02', 'S04E08', 'S04E08']",
7411,jerry smith,Alive,Alien  ,Signus 5,---,"S04E07,S05E05,S01E02,S01E01",
6094,Rick Sanchez,None,   Alien!!  ,Earth (Replacement Dimension),Gazorpazorp,S02E03,2024-04-22T12:00:00.000000Z
6424,Beth Smith,unknown,  humanN/A  ,Earth (C-137),Earth (C-137),"['S03E02', 'S04E02', 'S02E09', 'S05E08']",2024-01-15T12:00:00.000000Z
6000,Squanchy,dead, Alien,Abadango,NULL,S01E09,17/07/2019
4267,Meeseeks,UNKNOWN,Mythological Creature,N/A,Gazorpazorp,S02E09|S01E09|S01E05,
7025,SQUANCHY,ALIVE,alien  ,,Citadel of Ricks,S03E01|S03E08,2018-03-18T12:00:00.000000Z
2900,  Evil MortyÃ±  ,, Alien,,NULL,['S02E01'],NOT_A_DATE
6449,PICKLE RICK,N/A,Robot,unknown,---,S05E04|S05E01|S01E08,12-10-2022
2323,meeseeks,Dead,human,Abadango,NULL,"['S05E08', 'S01E05', 'S04E08']",05/10/2024
6897,pickle rick,???, Alien,Citadel of Ricks &amp; Mortys,Planet Squanch,S05E06|S01E08|S02E04,
3997,Birdperson,Alive,Mythological Creature,Signus 5,NULL,S04E04|S02E09|S02E07|S03E02,
2152,SUMMER SMITH,N/A,Cronenberg,Citadel of Ricks &amp; Mortys,---,"S05E08,S03E06,S04E02,S03E05",2022-03-08T12:00:00.000000Z
3863,MEESEEKS,Dead,robot,N/A,Earth (C-137),S04E04|S02E03|S05E02|S04E04,
6049,Jerry Smith,NULL,  Mythological CreatureÃ¡  ,Earth (C-137),Earth (C-137),['S03E02'],INVALID_DATE_2026
4101,Rick Sanchez,ALIVE,Alien  ,Signus 5,Anatomy Park,"['S01E02', 'S02E03']",NOT_A_DATE
4457,Summer Smith,NULL,  HumanÃ±  ,,Citadel of Ricks,S05E05,03/02/2022
3067,Squanchy,,mythological creature,unknown,Earth (C-137),"['S05E02', 'S01E01', 'S01E03', 'S02E01']",
3717,Meeseeks,None,  humanÃ±  ,N/A,Planet Squanch,"['S01E09', 'S01E06', 'S05E02', 'S03E01']",INVALID_DATE_2026
2128,pickle rick,N/A,---,Abadango,NULL,"S03E02,S05E04,S04E09,S02E06",
1440,Rick Sanchez,NULL,cronenberg,,---,"['S03E05', 'S05E09']",03/07/2018
4948,Beth Smith,dead,Unkn0wn,N/A,Earth (C-137),S01E01,05-03-2020
81,Birdperson,???,human,Signus 5,Citadel of Ricks,S03E04|S05E05|S02E06|S03E03,18/12/2022
1059,  Summer Smithâ€  ,DEAD,Unkn0wn,unknown,NULL,"['S04E08', 'S01E02', 'S03E07', 'S05E06']",26/12/2024
2750,Rick Sanchez,None,Mythological Creature,,NULL,S05E09,2022-04-01T12:00:00.000000Z
3056,MORTY SMITH,Alive, Alien,,Planet Squanch,"['S04E04', 'S03E01', 'S02E07', 'S01E04']",
4422,evil morty,dead,Human,Signus 5,Earth (C-137),S02E07,09-19-2024
5282,  Squanchy!!  ,dead, alien,Earth (C-137),Anatomy Park,"['S01E07', 'S02E03', 'S03E03', 'S03E03']",
4197,Beth Smith,,Unkn0wn,,Citadel of Ricks,"S01E08,S03E01,S02E07",
2681,Squanchy,Dead,Cronenberg,Earth (C-137),Citadel of Ricks,S03E07|S03E09|S05E02,2022-01-05
5020,Morty Smith,???,---,Earth (C-137),Earth (C-137),S05E08|S03E01|S05E07,
4159,Jerry Smith,UNKNOWN,human,Signus 5,Anatomy Park,S01E01|S05E02|S01E05,NOT_A_DATE
685,jerry smith,alive,human,N/A,Anatomy Park,"['S04E06', 'S02E04', 'S04E07', 'S04E08']",2020-08-24T12:00:00.000000Z
5133,Pickle Rick,UNKNOWN,Alien  ,N/A,Anatomy Park,S02E07,08/02/2021
4844,Evil Morty,unknown,human,N/A,NULL,"S03E07,S02E02,S01E07,S03E05",17/04/2022
6289,JERRY SMITH,ALIVE,Unkn0wn,Earth (Replacement Dimension),---,S01E07|S04E05|S03E08|S05E09,2019-09-27
4358,Squanchy,Alive, Alien,N/A,Gazorpazorp,"['S02E01', 'S03E03', 'S02E05']",
6295,  MeeseeksÃ¡  ,unknown,mythological creature,Earth (C-137),---,['S05E04'],INVALID_DATE_2026
1204,  Beth SmithÃ±  ,unknown,CRONENBERG,Earth (Replacement Dimension),Gazorpazorp,S01E04,NOT_A_DATE
2855,EVIL MORTY,???,Alien  ,N/A,Citadel of Ricks,"['S04E02', 'S05E01']",INVALID_DATE_2026
6608,Morty Smith,Alive,  Mythological CreatureÃ±  ,N/A,Gazorpazorp,['S01E02'],NOT_A_DATE
4159,Jerry Smith,UNKNOWN,human,Signus 5,Anatomy Park,S01E01|S05E02|S01E05,NOT_A_DATE
714,Morty Smith,alive,robot,Signus 5,Citadel of Ricks,S03E08,
3036,Birdperson,ALIVE,human,Citadel of Ricks &amp; Mortys,Gazorpazorp,S04E07,
1991,Evil Morty,Alive,Mythological Creature,Abadango,Earth (C-137),"['S02E05', 'S03E07', 'S02E01']",NOT_A_DATE
835,summer smith,N/A,Unkn0wn,Signus 5,---,"S01E02,S03E06",03-20-2022
6759,morty smith,DEAD,Unkn0wn,unknown,Citadel of Ricks,"['S02E07', 'S03E07', 'S02E01', 'S04E09']",
3303,Jerry Smith,Dead,Cronenberg,Citadel of Ricks &amp; Mortys,Anatomy Park,"S03E04,S05E03",04-21-2020
7790,Morty Smith,None,Robot,,NULL,"['S05E02', 'S02E02', 'S03E01']",
2145,Squanchy,UNKNOWN,Robot,Citadel of Ricks &amp; Mortys,Gazorpazorp,"['S02E07', 'S03E09', 'S02E04', 'S05E04']",NOT_A_DATE
7327,Rick Sanchez,Dead,Alien  ,Signus 5,Planet Squanch,"S03E07,S02E08,S03E03",2019-06-25T12:00:00.000000Z
2578,EVIL MORTY,Dead,Mythological Creature,unknown,Citadel of Ricks,['S03E01'],25/07/2020
5076,RICK SANCHEZ,unknown, Alien,,Planet Squanch,"['S02E02', 'S05E08']",2017-05-01T12:00:00.000000Z
6913,Birdperson,ALIVE,Human,,---,"['S02E01', 'S03E03', 'S02E05', 'S02E06']",NOT_A_DATE
3710,Rick Sanchez,NULL,alien  ,,---,S01E02|S04E06|S05E07|S02E03,
397,Beth Smith,None,  ---#VALUE!  ,,---,S03E06,
1509,Beth Smith,None,  Robotâ€  ,N/A,Earth (C-137),"['S02E01', 'S03E07']",10-26-2020
418,Summer Smith,unknown,unkn0wn,,Citadel of Ricks,S01E08|S02E05|S03E04,
7547,Jerry Smith,ALIVE,unkn0wn,N/A,---,"['S05E02', 'S04E04', 'S01E03']",
6526,Squanchy,Dead,Alien  ,Earth (Replacement Dimension),Earth (C-137),"['S05E04', 'S03E03', 'S04E07', 'S03E07']",
6384,Birdperson,Alive,Robot,Earth (C-137),---,"['S02E03', 'S04E07', 'S01E04']",2023-06-01
6553,Evil Morty,unknown,Alien  ,unknown,Gazorpazorp,S01E04|S04E06|S03E07|S01E02,NOT_A_DATE
2382,Squanchy,NULL,cronenberg,unknown,Anatomy Park,"S02E03,S04E06,S02E05,S03E06",2019-02-27T12:00:00.000000Z
926,squanchy,,human,Signus 5,Anatomy Park,['S01E04'],2023-04-11
1718,Rick Sanchez,UNKNOWN,Alien  ,,Citadel of Ricks,S04E04,2024-05-02
4116,SUMMER SMITH,NULL, ALIEN,Earth (C-137),---,"S01E04,S02E06",06-14-2022
3736,BIRDPERSON,Alive,human,Signus 5,Earth (C-137),"S04E09,S05E04,S03E03",24/04/2019
1561,  Squanchy    ,ALIVE,UNKN0WN,Abadango,NULL,S03E04,01-06-2023
1369,  Morty Smith!!  ,N/A,Human,Earth (C-137),---,"['S03E03', 'S04E07', 'S04E09']",NOT_A_DATE
2426,  Evil MortyN/A  ,UNKNOWN,human,,Earth (C-137),S05E01|S04E05,2020-09-06
5028,Rick Sanchez,,Mythological Creature,Citadel of Ricks &amp; Mortys,Planet Squanch,"['S02E05', 'S01E05']",2018-07-03T12:00:00.000000Z
3643,meeseeks,NULL,  CronenbergÃ¡  ,unknown,---,"['S02E02', 'S04E02', 'S03E09']",08/08/2018
3207,Squanchy,dead,Unkn0wn,Abadango,Earth (C-137),"['S01E06', 'S05E09', 'S02E07']",
2533,beth smith,Alive,Robot,Signus 5,Earth (C-137),S05E08,
7829,jerry smith,dead,human,N/A,Anatomy Park,S02E02|S02E02|S04E01,2021-10-22T12:00:00.000000Z
1139,beth smith,dead,Robot,Signus 5,Anatomy Park,S02E09|S05E07,
3757,Meeseeks,DEAD,Robot,Abadango,Gazorpazorp,"['S03E04', 'S02E05']",2019-06-20
3658,Evil Morty,ALIVE,  Mythological CreatureÃ±  ,Earth (Replacement Dimension),Planet Squanch,"S03E09,S05E07,S03E04",10-10-2019
4873,  BirdpersonÃ¡  ,DEAD,ALIEN  ,unknown,Planet Squanch,"S03E02,S04E07,S02E08",08/06/2020
3916,JERRY SMITH,DEAD,Unkn0wn,,Gazorpazorp,S03E01|S02E03|S04E05|S05E05,2018-08-07T12:00:00.000000Z
5238,Pickle Rick,???,  human    ,unknown,---,"['S02E08', 'S01E01', 'S04E01', 'S01E01']",NOT_A_DATE
1066,Pickle Rick,Alive,  Robot#VALUE!  ,,NULL,"['S05E08', 'S01E03', 'S03E08', 'S04E09']",11/03/2022
6628,JERRY SMITH,N/A,robot,,Planet Squanch,"['S02E06', 'S05E02', 'S02E03']",2017-06-18
5361,Evil Morty,???,mythological creature,N/A,---,"['S03E06', 'S02E04', 'S02E09']",INVALID_DATE_2026
7517,Pickle Rick,ALIVE,  Mythological Creatureâ€  ,,NULL,"['S04E09', 'S05E09']",09-11-2022
3435,Rick Sanchez,unknown,ALIEN  ,Earth (C-137),Citadel of Ricks,"S01E04,S01E03,S04E06",26/03/2023
1328,Morty Smith,N/A,  Unkn0wnÃ±  ,Earth (C-137),Anatomy Park,"S03E05,S05E09,S03E07",
7242,RICK SANCHEZ,unknown,Robot,Signus 5,Anatomy Park,S05E06|S03E08|S05E02,2022-07-11T12:00:00.000000Z
5353,Evil Morty,dead, alien,Signus 5,---,S04E06|S02E08|S04E08|S01E06,02-01-2020
312,Pickle Rick,Alive,Human,,NULL,"['S03E02', 'S05E04']",
7911,Rick Sanchez,NULL,ROBOT,,---,"S02E03,S01E02",04-17-2017
932,  Evil Morty&#39;  ,UNKNOWN,Unkn0wn,Earth (C-137),Planet Squanch,"['S04E09', 'S01E08']",09-11-2022
1550,Morty Smith,NULL,---,unknown,Gazorpazorp,['S02E06'],2022-07-13T12:00:00.000000Z
4580,rick sanchez,alive,Robot,Earth (Replacement Dimension),Earth (C-137),S05E07,2018-02-08
6813,Evil Morty,None,human,Earth (C-137),Earth (C-137),"['S02E06', 'S01E02', 'S02E05']",NOT_A_DATE
2836,MEESEEKS,ALIVE,Cronenberg,Citadel of Ricks &amp; Mortys,NULL,"S01E07,S01E08",15/11/2022
1497,Birdperson,Dead, alien,N/A,Gazorpazorp,"['S03E06', 'S02E05', 'S04E03', 'S02E03']",INVALID_DATE_2026
482,Jerry Smith,UNKNOWN,  Humanâ€  ,Earth (Replacement Dimension),NULL,"S01E04,S01E07",INVALID_DATE_2026
210,Squanchy,Dead,  Human&#39;  ,Citadel of Ricks &amp; Mortys,Planet Squanch,S05E03|S05E08|S01E08|S03E07,01/12/2017
7741,  Birdpersonâ€  ,UNKNOWN,Cronenberg,Citadel of Ricks &amp; Mortys,Gazorpazorp,S05E06,
3101,Evil Morty,UNKNOWN,human,Citadel of Ricks &amp; Mortys,Planet Squanch,S02E04|S03E08|S04E05,2023-09-27
1786,Rick Sanchez,None, Alien,Signus 5,Earth (C-137),S03E04,22/02/2018
455,Beth Smith,dead,Mythological Creature,Earth (C-137),---,['S02E09'],2024-07-07T12:00:00.000000Z
1679,Meeseeks,Dead,---,Abadango,Anatomy Park,"['S02E09', 'S01E05', 'S03E01']",NOT_A_DATE
2792,Summer Smith,DEAD,   AlienÃ¡  ,Earth (C-137),Earth (C-137),"['S05E05', 'S04E04', 'S02E09']",INVALID_DATE_2026
4224,Evil Morty,dead,Unkn0wn,Abadango,Citadel of Ricks,"['S02E07', 'S01E04']",
2841,Morty Smith,???,human,,Anatomy Park,"S02E06,S02E03,S04E07,S01E09",08-20-2023
2566,  Summer SmithN/A  ,DEAD,human,N/A,---,"S02E02,S02E06",2024-08-02T12:00:00.000000Z
165,Birdperson,,cronenberg,Earth (C-137),Anatomy Park,S03E04,INVALID_DATE_2026
3008,Summer Smith,Alive,  ---Ã¡  ,Earth (Replacement Dimension),Gazorpazorp,S04E05|S05E09|S05E08|S03E06,
700,Squanchy,Dead,Alien  ,Abadango,Earth (C-137),S02E03,10-06-2017
4836,evil morty,NULL,Cronenberg,,Earth (C-137),"S05E05,S03E05,S04E03,S05E03",01-17-2019
7594,BETH SMITH,???,---,Earth (C-137),Planet Squanch,"['S04E06', 'S03E02', 'S02E03', 'S05E05']",11-24-2017
5584,Rick Sanchez,unknown,Unkn0wn,Citadel of Ricks &amp; Mortys,Gazorpazorp,"['S04E01', 'S04E03', 'S01E06', 'S02E07']",01/04/2019
7578,RICK SANCHEZ,,human,N/A,---,"S01E03,S03E09,S04E08,S01E04",05-23-2022
7141,Jerry Smith,alive,  Alien  N/A  ,Earth (C-137),---,S03E03,2018-09-25
3492,jerry smith,ALIVE,Cronenberg,Earth (Replacement Dimension),NULL,"['S05E01', 'S04E01', 'S05E06']",INVALID_DATE_2026
2416,beth smith,DEAD, Alien,Earth (C-137),Anatomy Park,S01E09,17/04/2023
2358,jerry smith,None,Human,Signus 5,Earth (C-137),"['S02E09', 'S05E07']",08-05-2020
7189,Summer Smith,N/A,alien  ,Signus 5,Planet Squanch,S03E02|S03E09,11-05-2017
2444,Evil Morty,UNKNOWN,Cronenberg,Citadel of Ricks &amp; Mortys,NULL,"['S05E05', 'S02E02', 'S01E01', 'S02E09']",08/11/2020
1243,Morty Smith,,Robot,Citadel of Ricks &amp; Mortys,Anatomy Park,S05E08,NOT_A_DATE
6860,  Squanchy!!  ,unknown,alien  ,,Gazorpazorp,S01E08,INVALID_DATE_2026
6553,Evil Morty,unknown,Alien  ,unknown,Gazorpazorp,S01E04|S04E06|S03E07|S01E02,NOT_A_DATE
4517,Pickle Rick,DEAD,---,Earth (Replacement Dimension),---,S03E08,15/09/2024
2433,Morty Smith,???,   Alien!!  ,Abadango,Anatomy Park,"S03E06,S04E07,S01E08",2018-07-21T12:00:00.000000Z
3732,Meeseeks,NULL,Cronenberg,Abadango,Planet Squanch,"S02E09,S02E09",INVALID_DATE_2026
5271,Birdperson,alive,ROBOT,N/A,---,"['S03E04', 'S05E01']",18/01/2022
2327,pickle rick,unknown,Robot,unknown,Earth (C-137),"['S04E01', 'S03E04', 'S05E08']",NOT_A_DATE
1625,Meeseeks,UNKNOWN,human,N/A,Earth (C-137),S05E04,2018-12-19
962,Pickle Rick,dead,CRONENBERG,Abadango,Earth (C-137),"['S01E02', 'S04E07']",
7860,Evil Morty,alive,ROBOT,Signus 5,Planet Squanch,S01E04|S04E07|S03E07|S05E08,03/02/2022
272,Squanchy,UNKNOWN, Alien,Signus 5,---,"['S05E09', 'S05E09', 'S04E05', 'S01E09']",2017-09-14T12:00:00.000000Z
4361,MORTY SMITH,???,---,,NULL,"S01E04,S02E04,S05E07",04/02/2019
7330,Squanchy,UNKNOWN, Alien,unknown,Anatomy Park,S02E07|S03E02|S02E05,25/08/2022
4285,  Beth SmithÃ±  ,DEAD,Unkn0wn,Abadango,Citadel of Ricks,"['S03E06', 'S05E06', 'S02E07', 'S01E06']",
6649,  Pickle Rick	  ,NULL,HUMAN,N/A,---,"['S03E02', 'S05E04', 'S01E09']",2018-03-09T12:00:00.000000Z
4969,Morty Smith,???,---,N/A,Planet Squanch,"S04E07,S03E04,S03E02",08-01-2023
5248,PICKLE RICK,Dead,Alien  ,Earth (C-137),Gazorpazorp,S01E09|S03E07|S04E09,NOT_A_DATE
6903,birdperson,Dead,unkn0wn,Citadel of Ricks &amp; Mortys,---,"S03E03,S05E06,S05E06,S01E05",NOT_A_DATE
6270,Birdperson,None,Unkn0wn,N/A,NULL,"S04E03,S05E03,S04E04,S05E03",06-01-2017
1525,squanchy,ALIVE,  Human    ,unknown,Earth (C-137),"['S01E07', 'S05E05']",
6443,Birdperson,unknown,---,Abadango,Gazorpazorp,"['S01E03', 'S01E02', 'S02E06']",12/09/2021
2923,  Pickle Rick    ,alive,Robot,Citadel of Ricks &amp; Mortys,NULL,"S02E02,S03E07",21/12/2019
2470,Summer Smith,Dead,---,Signus 5,Planet Squanch,S05E03|S01E06|S01E04,INVALID_DATE_2026
4503,EVIL MORTY,Dead,human,Earth (C-137),Gazorpazorp,"['S04E06', 'S05E08', 'S05E02', 'S02E02']",
6610,  Evil Morty    ,UNKNOWN,human,Earth (C-137),Gazorpazorp,"['S03E08', 'S01E02', 'S04E06']",
4842,Pickle Rick,None,HUMAN,Signus 5,Planet Squanch,"['S01E03', 'S01E03', 'S01E06', 'S05E06']",
7934,Jerry Smith,UNKNOWN,Mythological Creature,Signus 5,---,"['S03E06', 'S02E08']",11-03-2023
6684,Beth Smith,Alive, Alien,N/A,Earth (C-137),"S03E08,S02E08,S03E05",
6339,BETH SMITH,ALIVE,---,N/A,Gazorpazorp,"S01E08,S04E03,S04E02,S02E03",
4445,MORTY SMITH,ALIVE,robot,Abadango,Planet Squanch,"['S01E09', 'S01E01', 'S02E08']",24/12/2020
7468,meeseeks,dead,  HumanÃ¡  ,N/A,Gazorpazorp,"['S02E04', 'S04E08']",07/04/2022
3368,RICK SANCHEZ,dead, Alien,Earth (C-137),NULL,"['S01E05', 'S05E04', 'S01E03', 'S02E07']",2021-12-08
2125,pickle rick,unknown, alien,Abadango,Planet Squanch,"['S02E04', 'S02E09', 'S01E05', 'S01E03']",INVALID_DATE_2026
5898,Squanchy,DEAD,mythological creature,N/A,Planet Squanch,"S05E09,S01E03",11-23-2022
5740,Meeseeks,???,ALIEN  ,Earth (Replacement Dimension),Gazorpazorp,"S04E07,S01E07,S01E02",NOT_A_DATE
1013,  Summer SmithN/A  ,UNKNOWN,Cronenberg,unknown,Anatomy Park,"['S01E08', 'S04E07']",
6803,  Evil Morty#VALUE!  ,Dead,  ---    ,Citadel of Ricks &amp; Mortys,---,S04E06|S04E08|S01E01|S04E06,
1542,Evil Morty,???,Human,unknown,Gazorpazorp,S01E02,2023-10-04T12:00:00.000000Z
7672,MORTY SMITH,dead,Mythological Creature,N/A,Planet Squanch,S05E02|S05E01|S05E03|S01E01,INVALID_DATE_2026
7174,birdperson,ALIVE, Alien,,Citadel of Ricks,S04E05|S04E04|S02E05|S04E06,07-06-2018
4477,birdperson,DEAD,  Unkn0wn#VALUE!  ,Earth (Replacement Dimension),Citadel of Ricks,['S03E05'],NOT_A_DATE
2002,Beth Smith,???,Unkn0wn,Signus 5,---,"['S02E08', 'S04E04', 'S02E07']",27/05/2018
2390,Summer Smith,NULL,Human,unknown,Citadel of Ricks,"S03E02,S01E03,S05E03",
4706,Meeseeks,UNKNOWN,human,unknown,Earth (C-137),"S03E03,S03E09,S03E01,S05E03",
5639,Squanchy,unknown,HUMAN,Signus 5,Anatomy Park,S01E08|S05E05|S02E06,INVALID_DATE_2026
6825,Pickle Rick,N/A,human,Signus 5,---,"S01E04,S03E08,S04E06,S05E02",2022-05-15T12:00:00.000000Z
806,meeseeks,ALIVE,Human,unknown,Citadel of Ricks,S05E07|S01E05|S02E07|S01E02,
5674,Summer Smith,???,Unkn0wn,Citadel of Ricks &amp; Mortys,Anatomy Park,"['S04E05', 'S01E01', 'S03E08']",2021-08-25T12:00:00.000000Z
6012,Meeseeks,DEAD,MYTHOLOGICAL CREATURE,Earth (Replacement Dimension),---,S05E07,04-01-2017
2313,Summer Smith,dead,  Human&#39;  ,Earth (C-137),NULL,S03E08,01-25-2020
3832,BIRDPERSON,N/A,robot,,Anatomy Park,S05E05|S04E02|S03E08|S02E02,NOT_A_DATE
4717,meeseeks,NULL,ALIEN  ,Citadel of Ricks &amp; Mortys,Earth (C-137),"S01E03,S05E01,S04E08,S05E08",INVALID_DATE_2026
3585,Pickle Rick,UNKNOWN, Alien,Abadango,NULL,"['S03E09', 'S03E02']",INVALID_DATE_2026
1966,Pickle Rick,Dead, alien,Earth (Replacement Dimension),Anatomy Park,"S02E05,S03E03",05/10/2023
3603,rick sanchez,ALIVE,Unkn0wn,Signus 5,NULL,"S01E03,S04E04",INVALID_DATE_2026
1067,Pickle Rick,NULL,---,Earth (Replacement Dimension),Earth (C-137),"['S01E08', 'S05E02', 'S03E06', 'S03E02']",NOT_A_DATE
1372,Morty Smith,UNKNOWN,  HumanÃ±  ,Signus 5,NULL,S03E01,
1272,Pickle Rick,dead,Unkn0wn,,Citadel of Ricks,S03E02,
1513,Evil Morty,NULL,  RobotN/A  ,Earth (Replacement Dimension),Anatomy Park,"S02E02,S01E05,S03E01,S03E03",NOT_A_DATE
1702,Meeseeks,None,---,Citadel of Ricks &amp; Mortys,Anatomy Park,"S03E05,S05E03,S05E07,S05E01",2021-06-28T12:00:00.000000Z
4147,Meeseeks,UNKNOWN, Alien,Earth (C-137),Planet Squanch,S01E07,11-19-2018
698,  Meeseeks	  ,NULL,human,Signus 5,NULL,"S05E03,S04E05,S05E07,S04E08",2024-05-03T12:00:00.000000Z
3942,Morty Smith,UNKNOWN,Robot,Abadango,Earth (C-137),S01E01|S02E09|S05E05|S03E02,2020-06-18
6258,RICK SANCHEZ,,robot,Abadango,Planet Squanch,"['S04E06', 'S05E06', 'S01E01', 'S03E08']",2023-05-09
3567,Squanchy,dead,---,Citadel of Ricks &amp; Mortys,Citadel of Ricks,S05E02|S02E08,INVALID_DATE_2026
7888,birdperson,UNKNOWN, Alien,Citadel of Ricks &amp; Mortys,Gazorpazorp,S05E08,13/08/2022
239,Summer Smith,NULL,Human,unknown,Gazorpazorp,S04E05,
2385,Birdperson,unknown,cronenberg,Signus 5,Anatomy Park,S02E08|S04E03|S05E01|S03E04,2023-09-20T12:00:00.000000Z
1784,Pickle Rick,,ALIEN  ,Abadango,---,S02E09,INVALID_DATE_2026
4280,Morty Smith,alive,Robot,Signus 5,Earth (C-137),S01E03|S01E06|S01E08,2017-01-22T12:00:00.000000Z
1812,Pickle Rick,NULL,Unkn0wn,Earth (C-137),Planet Squanch,"S03E06,S03E03,S04E05,S04E02",07/01/2021
2771,Evil Morty,N/A,cronenberg,Earth (Replacement Dimension),Gazorpazorp,"['S05E02', 'S03E06', 'S01E06']",2021-05-14
1601,  Beth Smith	  ,N/A,  Mythological Creatureâ€  ,Earth (Replacement Dimension),Gazorpazorp,S03E05,INVALID_DATE_2026
5798,  Rick Sanchezâ€  ,dead,ALIEN  ,Earth (C-137),---,"S01E04,S03E08,S05E04",INVALID_DATE_2026
4876,rick sanchez,???,Mythological Creature,Abadango,NULL,"S02E05,S05E02",INVALID_DATE_2026
2503,BIRDPERSON,unknown,Alien  ,Abadango,Citadel of Ricks,"['S04E02', 'S05E06', 'S04E04']",21/05/2021
4451,Morty Smith,unknown,Cronenberg,Citadel of Ricks &amp; Mortys,Anatomy Park,S03E09|S05E07|S04E08,2022-06-16T12:00:00.000000Z
6802,Evil Morty,UNKNOWN,  ---â€  ,Citadel of Ricks &amp; Mortys,---,S02E09|S01E06,07-13-2019
6375,Morty Smith,,  Unkn0wn&#39;  ,N/A,Planet Squanch,"S05E02,S05E05,S02E09",NOT_A_DATE
155,Morty Smith,???, Alien,,NULL,"S02E08,S02E07,S05E05",NOT_A_DATE
7843,Jerry Smith,N/A,Cronenberg,Earth (Replacement Dimension),Citadel of Ricks,S01E08|S01E04|S04E06|S04E09,2017-02-26
4357,squanchy,UNKNOWN,Cronenberg,Earth (C-137),Citadel of Ricks,"['S04E07', 'S01E07', 'S04E02']",2019-12-25
2455,Jerry Smith,None,Alien  ,Signus 5,Planet Squanch,"['S04E07', 'S02E04', 'S04E05', 'S05E07']",
4550,Pickle Rick,,Mythological Creature,unknown,Earth (C-137),['S05E01'],2020-11-11
1615,squanchy,Dead,  Humanâ€  ,Earth (Replacement Dimension),Gazorpazorp,"S02E02,S04E03",
4813,  Evil Morty&#39;  ,,  ---!!  ,unknown,Planet Squanch,S02E01,
2320,Squanchy,UNKNOWN,  CronenbergÃ¡  ,N/A,Planet Squanch,"S04E04,S05E09,S03E07,S05E07",2023-07-07
1226,Morty Smith,unknown,Human,unknown,Anatomy Park,"['S01E09', 'S05E09', 'S04E02']",
7666,Pickle Rick,alive,---,N/A,Citadel of Ricks,S05E09|S04E05|S02E04,
5615,Morty Smith,None,human,Citadel of Ricks &amp; Mortys,Anatomy Park,S04E04,NOT_A_DATE
